"Id","QLink","QuestionStatus","label_question_phase","label_question_phase_2nd","label_background_type","label_background_type_2nd"
36631868,"https://stackoverflow.com/questions/36631868","no-accepted-answer","MT","MT","DOC","DOC"
36938556,"https://stackoverflow.com/questions/36938556","no-accepted-answer","ME","ME","ML","ML"
39379792,"https://stackoverflow.com/questions/39379792","accepted","MD","MD","DOC","DOC"
34092606,"https://stackoverflow.com/questions/34092606","accepted","DP","DP","DOC","DOC"
41360096,"https://stackoverflow.com/questions/41360096","accepted","ME","ME","ML","DOC"
43030502,"https://stackoverflow.com/questions/43030502","accepted","ME","ME","DOC","DOC"
43559322,"https://stackoverflow.com/questions/43559322","duplicate","PD","others","DOC","DOC"
43585056,"https://stackoverflow.com/questions/43585056","no-accepted-answer","MD","MD","ML","DOC"
43681295,"https://stackoverflow.com/questions/43681295","accepted","MT","MT","DOC","DOC"
43999951,"https://stackoverflow.com/questions/43999951","accepted","DP","others","DOC","DOC"
44377554,"https://stackoverflow.com/questions/44377554","no-accepted-answer","DP","DP","ML","DOC"
44682845,"https://stackoverflow.com/questions/44682845","accepted","MD","MD","DOC","DOC"
44778876,"https://stackoverflow.com/questions/44778876","accepted","MF","MF","DOC","DOC"
44892810,"https://stackoverflow.com/questions/44892810","accepted","MD","others","ML","DOC"
45446236,"https://stackoverflow.com/questions/45446236","accepted","MD","MD","ML","DOC"
47394731,"https://stackoverflow.com/questions/47394731","accepted","DP","DP","DOC","DOC"
47431777,"https://stackoverflow.com/questions/47431777","accepted","MT","MF","DOC","DOC"
49364346,"https://stackoverflow.com/questions/49364346","no-accepted-answer","DP","DP","ML","DOC"
50137369,"https://stackoverflow.com/questions/50137369","no-accepted-answer","ME","ME","DOC","DOC"
50391080,"https://stackoverflow.com/questions/50391080","no-accepted-answer","others","others","ML","DOC"
50620483,"https://stackoverflow.com/questions/50620483","no-accepted-answer","MT","MT","DOC","DOC"
38372188,"https://stackoverflow.com/questions/38372188","accepted","MD","DP","DOC","DOC"
39064684,"https://stackoverflow.com/questions/39064684","accepted","MT","MF","DOC","DOC"
39207524,"https://stackoverflow.com/questions/39207524","accepted","MF","PD","ML","ML"
39208679,"https://stackoverflow.com/questions/39208679","accepted","MF","others","DOC","DOC"
39211339,"https://stackoverflow.com/questions/39211339","accepted","DP","DP","DOC","DOC"
39234697,"https://stackoverflow.com/questions/39234697","accepted","ME","ME","DOC","DOC"
40197998,"https://stackoverflow.com/questions/40197998","accepted","MF","MF","DOC","DOC"
40214675,"https://stackoverflow.com/questions/40214675","no-accepted-answer","MF","MT","DOC","DOC"
40216872,"https://stackoverflow.com/questions/40216872","no-accepted-answer","MF","ME","ML","ML"
41697617,"https://stackoverflow.com/questions/41697617","accepted","MF","ME","ML","ML"
44292719,"https://stackoverflow.com/questions/44292719","accepted","ME","others","ML","ML"
45572313,"https://stackoverflow.com/questions/45572313","accepted","MT","MT","ML","ML"
45690619,"https://stackoverflow.com/questions/45690619","accepted","DP","DP","ML","DOC"
45960069,"https://stackoverflow.com/questions/45960069","accepted","ME","ME","ML","ML DOC"
45978809,"https://stackoverflow.com/questions/45978809","accepted","ME","ME","DOC","DOC"
46003374,"https://stackoverflow.com/questions/46003374","accepted","ME","ME","DOC","DOC"
46810120,"https://stackoverflow.com/questions/46810120","accepted usersolved","ME","ME","ML","ML"
42102174,"https://stackoverflow.com/questions/42102174","accepted","DP","DP","DOC","DOC"
42407277,"https://stackoverflow.com/questions/42407277","no-accepted-answer","DP","DP","ML","DOC"
42427540,"https://stackoverflow.com/questions/42427540","accepted","DP","DP","DOC","DOC"
42599336,"https://stackoverflow.com/questions/42599336","no-accepted-answer","MD","MD","ML","ML"
42929478,"https://stackoverflow.com/questions/42929478","no-accepted-answer","ME","ME","DOC","DOC"
42934036,"https://stackoverflow.com/questions/42934036","accepted","MD","MD","ML","ML"
43176056,"https://stackoverflow.com/questions/43176056","no-accepted-answer","MF","MF","ML","ML"
43903859,"https://stackoverflow.com/questions/43903859","accepted","MF","MF","ML","ML"
45038024,"https://stackoverflow.com/questions/45038024","accepted usersolved","ME","ME","DOC","DOC"
49857979,"https://stackoverflow.com/questions/49857979","accepted","MD","MD","DOC","DOC"
42487109,"https://stackoverflow.com/questions/42487109","accepted","PD","PD","DOC","DOC"
42487255,"https://stackoverflow.com/questions/42487255","accepted","DP","DP","DOC","DOC"
42487614,"https://stackoverflow.com/questions/42487614","accepted","DP","DP","ML","ML"
42513183,"https://stackoverflow.com/questions/42513183","no-accepted-answer","MT","MT","ML","ML"
42559763,"https://stackoverflow.com/questions/42559763","accepted","ME","ME","ML","DOC"
42627607,"https://stackoverflow.com/questions/42627607","accepted","DP","DP","DOC","DOC"
42647029,"https://stackoverflow.com/questions/42647029","no-accepted-answer","MD","MD","ML","DOC"
42833269,"https://stackoverflow.com/questions/42833269","accepted","PD","PD","DOC","DOC"
44463195,"https://stackoverflow.com/questions/44463195","accepted","DP","DP","DOC","DOC"
50297126,"https://stackoverflow.com/questions/50297126","accepted","MT","MT","ML","ML"
42308340,"https://stackoverflow.com/questions/42308340","accepted","ME","ME","DOC","ML"
42319925,"https://stackoverflow.com/questions/42319925","accepted","DP","DP","DOC","DOC"
42569655,"https://stackoverflow.com/questions/42569655","no-accepted-answer","DP","DP","DOC","DOC"
42991196,"https://stackoverflow.com/questions/42991196","accepted","MF","MF","ML","ML"
43098207,"https://stackoverflow.com/questions/43098207","no-accepted-answer","DP","DP","DOC","DOC"
43421250,"https://stackoverflow.com/questions/43421250","accepted","MD","MD","DOC","DOC"
45150652,"https://stackoverflow.com/questions/45150652","accepted","MT","MT","DOC","DOC"
45703590,"https://stackoverflow.com/questions/45703590","no-accepted-answer","DP","DP","DOC","DOC"
46206915,"https://stackoverflow.com/questions/46206915","no-accepted-answer","ME","ME","ML","ML"
47040009,"https://stackoverflow.com/questions/47040009","no-accepted-answer","ME","ME","DOC","DOC"
49137471,"https://stackoverflow.com/questions/49137471","no-accepted-answer","DP","DP","DOC","DOC"
49946040,"https://stackoverflow.com/questions/49946040","no-accepted-answer","MD","MD","DOC","DOC"
50491085,"https://stackoverflow.com/questions/50491085","no-accepted-answer","ME","ME","DOC","DOC"
43670183,"https://stackoverflow.com/questions/43670183","accepted","PD","PD","ML","ML"
43729508,"https://stackoverflow.com/questions/43729508","no-accepted-answer","MF","MF","ML","ML"
43982110,"https://stackoverflow.com/questions/43982110","accepted","PD","PD","ML","DOC"
44504963,"https://stackoverflow.com/questions/44504963","accepted","PD","PD","DOC","DOC"
44802939,"https://stackoverflow.com/questions/44802939","accepted","MT","MT","DOC","DOC"
45069761,"https://stackoverflow.com/questions/45069761","accepted","MF","MF","DOC","DOC"
45461553,"https://stackoverflow.com/questions/45461553","accepted","PD","PD","ML","ML"
45721467,"https://stackoverflow.com/questions/45721467","accepted","ME","ME","DOC","DOC"
45871947,"https://stackoverflow.com/questions/45871947","accepted","MD","MD","DOC","DOC"
46284107,"https://stackoverflow.com/questions/46284107","accepted","MT","MT","DOC","DOC"
48079973,"https://stackoverflow.com/questions/48079973","no-accepted-answer","MF","MF","ML","DOC"
50333374,"https://stackoverflow.com/questions/50333374","accepted","MF","MF","ML","DOC"
41835919,"https://stackoverflow.com/questions/41835919","no-accepted-answer","ME","ME","ML","ML"
42028066,"https://stackoverflow.com/questions/42028066","accepted","DP","DP","DOC","DOC"
42086511,"https://stackoverflow.com/questions/42086511","no-accepted-answer","DP","DP","ML","DOC"
42169421,"https://stackoverflow.com/questions/42169421","no-accepted-answer","DP","DP","DOC","DOC"
42233250,"https://stackoverflow.com/questions/42233250","accepted","DP","DP","ML","DOC"
42676761,"https://stackoverflow.com/questions/42676761","no-accepted-answer","ME","ME","ML","ML"
43477293,"https://stackoverflow.com/questions/43477293","accepted","MF","MF","ML","ML"
43663795,"https://stackoverflow.com/questions/43663795","accepted","MD","MD","ML","DOC"
43792991,"https://stackoverflow.com/questions/43792991","no-accepted-answer","MD","MD","ML","ML"
44168283,"https://stackoverflow.com/questions/44168283","no-accepted-answer","MD","MD","ML","ML DOC"
44654049,"https://stackoverflow.com/questions/44654049","accepted","MF","MF","ML","ML"
44808125,"https://stackoverflow.com/questions/44808125","no-accepted-answer","DP","DP","ML","ML DOC"
44889580,"https://stackoverflow.com/questions/44889580","no-accepted-answer","ME","MD","DOC","DOC"
2907919,"https://stackoverflow.com/questions/2907919","accepted","MT","MT","DOC","DOC"
2940644,"https://stackoverflow.com/questions/2940644","no-accepted-answer","MD","MD","DOC","DOC"
2978286,"https://stackoverflow.com/questions/2978286","no-accepted-answer","ME","ME","DOC","DOC"
2982929,"https://stackoverflow.com/questions/2982929","accepted","ME","ME","DOC","DOC"
2985135,"https://stackoverflow.com/questions/2985135","no-accepted-answer","PD","PD","DOC","DOC"
15534287,"https://stackoverflow.com/questions/15534287","no-accepted-answer","PD","PD","DOC","DOC"
15931192,"https://stackoverflow.com/questions/15931192","accepted","MF","MF","DOC","DOC"
15931261,"https://stackoverflow.com/questions/15931261","accepted","DP","DP","DOC","DOC"
15951711,"https://stackoverflow.com/questions/15951711","accepted","MF","MF","DOC","DOC"
17391771,"https://stackoverflow.com/questions/17391771","no-accepted-answer","ME","ME","ML","ML"
17860120,"https://stackoverflow.com/questions/17860120","accepted","ME","ME","DOC","DOC"
17924828,"https://stackoverflow.com/questions/17924828","no-accepted-answer","ME","ME","ML","ML DOC"
18167335,"https://stackoverflow.com/questions/18167335","accepted","ME","ME","DOC","DOC"
18551645,"https://stackoverflow.com/questions/18551645","accepted","MD","MD","DOC","DOC"
22465861,"https://stackoverflow.com/questions/22465861","accepted","ME","ME","DOC","DOC"
22466933,"https://stackoverflow.com/questions/22466933","accepted","ME","ME","DOC","DOC"
13187900,"https://stackoverflow.com/questions/13187900","accepted","MD","MD","ML","DOC"
14363689,"https://stackoverflow.com/questions/14363689","accepted","MF","others","ML","ML"
14464612,"https://stackoverflow.com/questions/14464612","accepted","MF","MF","ML","ML"
14492933,"https://stackoverflow.com/questions/14492933","accepted","MF","others","ML","ML"
14616900,"https://stackoverflow.com/questions/14616900","no-accepted-answer","MT","MF","ML","ML"
14735801,"https://stackoverflow.com/questions/14735801","accepted","MF","MF","ML","ML"
14762054,"https://stackoverflow.com/questions/14762054","accepted","MF","MF","ML","ML DOC"
15556116,"https://stackoverflow.com/questions/15556116","accepted","MT","MT","ML","ML DOC"
15815156,"https://stackoverflow.com/questions/15815156","no-accepted-answer","MF","MF","ML","ML"
16048561,"https://stackoverflow.com/questions/16048561","accepted usersolved","MD","MD","ML","ML"
20655013,"https://stackoverflow.com/questions/20655013","accepted","MF","others","ML","ML"
20856796,"https://stackoverflow.com/questions/20856796","accepted","MF","ME","ML","ML"
20878484,"https://stackoverflow.com/questions/20878484","no-accepted-answer","PD","PD","DOC","DOC"
23783634,"https://stackoverflow.com/questions/23783634","accepted","ME","ME","DOC","DOC"
23869212,"https://stackoverflow.com/questions/23869212","accepted","MD","MD","DOC","DOC"
23904018,"https://stackoverflow.com/questions/23904018","accepted","MD","MD","DOC","DOC"
23909862,"https://stackoverflow.com/questions/23909862","accepted","DP","DP","DOC","DOC"
23955100,"https://stackoverflow.com/questions/23955100","accepted","DP","DP","DOC","DOC"
37020754,"https://stackoverflow.com/questions/37020754","accepted","ME","ME","ML","ML"
37044600,"https://stackoverflow.com/questions/37044600","accepted","ME","ME","ML","ML"
19855894,"https://stackoverflow.com/questions/19855894","accepted","ME","ME","ML","ML"
20067042,"https://stackoverflow.com/questions/20067042","no-accepted-answer","MF","MF","ML","ML"
20136967,"https://stackoverflow.com/questions/20136967","no-accepted-answer","DP","DP","ML","ML"
20159351,"https://stackoverflow.com/questions/20159351","accepted","ME","ME","ML","ML"
26521424,"https://stackoverflow.com/questions/26521424","no-accepted-answer","ME","ME","ML","ML"
27440709,"https://stackoverflow.com/questions/27440709","accepted","DP","DP","ML","ML"
27957237,"https://stackoverflow.com/questions/27957237","no-accepted-answer","DP","DP","ML","ML"
28046735,"https://stackoverflow.com/questions/28046735","accepted","MF","MF","ML","ML"
28403782,"https://stackoverflow.com/questions/28403782","accepted","MF","MF","ML","ML"
40099695,"https://stackoverflow.com/questions/40099695","no-accepted-answer","MF","MF","ML","ML"
41339900,"https://stackoverflow.com/questions/41339900","no-accepted-answer","DP","DP","ML","DOC"
41820540,"https://stackoverflow.com/questions/41820540","no-accepted-answer","MF","others","ML","ML"
42570604,"https://stackoverflow.com/questions/42570604","no-accepted-answer","DP","DP","ML","ML"
36697297,"https://stackoverflow.com/questions/36697297","no-accepted-answer","ME","ME","DOC","DOC"
43868893,"https://stackoverflow.com/questions/43868893","accepted","DP","DP","DOC","DOC"
44739928,"https://stackoverflow.com/questions/44739928","accepted","MD","MD","DOC","DOC"
45154668,"https://stackoverflow.com/questions/45154668","accepted","MD","MD","DOC","DOC"
45226230,"https://stackoverflow.com/questions/45226230","no-accepted-answer","DP","DP","DOC","DOC"
45314483,"https://stackoverflow.com/questions/45314483","accepted","DP","DP","DOC","DOC"
45366523,"https://stackoverflow.com/questions/45366523","accepted","MT","MT","DOC","DOC"
45383121,"https://stackoverflow.com/questions/45383121","accepted","MT","MT","ML","DOC"
45395798,"https://stackoverflow.com/questions/45395798","no-accepted-answer","MF","MF","ML","ML"
50571493,"https://stackoverflow.com/questions/50571493","accepted","MF","MF","ML","ML"
38635075,"https://stackoverflow.com/questions/38635075","no-accepted-answer","MF","MF","ML","ML"
41466789,"https://stackoverflow.com/questions/41466789","accepted","DP","DP","DOC","DOC"
41563720,"https://stackoverflow.com/questions/41563720","accepted","DP","DP","ML","DOC"
41704617,"https://stackoverflow.com/questions/41704617","accepted","MD","MD","DOC","DOC"
41749398,"https://stackoverflow.com/questions/41749398","accepted","MD","MD","DOC","DOC"
41789961,"https://stackoverflow.com/questions/41789961","accepted","MT","MT","DOC","DOC"
41848315,"https://stackoverflow.com/questions/41848315","accepted","ME","ME","DOC","DOC"
41878035,"https://stackoverflow.com/questions/41878035","accepted","DP","DP","DOC","DOC"
41909369,"https://stackoverflow.com/questions/41909369","accepted","ME","ME","ML","ML"
41939671,"https://stackoverflow.com/questions/41939671","accepted","ME","ME","ML","ML"
42022950,"https://stackoverflow.com/questions/42022950","no-accepted-answer","MF","MF","ML","DOC"
42219857,"https://stackoverflow.com/questions/42219857","no-accepted-answer","MF","MF","DOC","DOC"
42245617,"https://stackoverflow.com/questions/42245617","accepted","MT","MT","DOC","DOC"
42266737,"https://stackoverflow.com/questions/42266737","accepted","MF","MF","DOC","DOC"
44667898,"https://stackoverflow.com/questions/44667898","no-accepted-answer","MT","MT","DOC","DOC"
45994346,"https://stackoverflow.com/questions/45994346","accepted","MD","MD","DOC","DOC"
46515358,"https://stackoverflow.com/questions/46515358","no-accepted-answer","ME","ME","DOC","DOC"
46515682,"https://stackoverflow.com/questions/46515682","no-accepted-answer","MT","MT","DOC","DOC"
49151607,"https://stackoverflow.com/questions/49151607","accepted","MF","MF","DOC","DOC"
49172892,"https://stackoverflow.com/questions/49172892","no-accepted-answer","MF","MF","DOC","DOC"
49488785,"https://stackoverflow.com/questions/49488785","accepted","DP","DP","DOC","DOC"
49489335,"https://stackoverflow.com/questions/49489335","no-accepted-answer","DP","DP","DOC","DOC"
49495540,"https://stackoverflow.com/questions/49495540","no-accepted-answer","DP","DP","DOC","DOC"
49507040,"https://stackoverflow.com/questions/49507040","accepted","DP","DP","DOC","DOC"
49693381,"https://stackoverflow.com/questions/49693381","no-accepted-answer","DP","DP","DOC","DOC"
49704696,"https://stackoverflow.com/questions/49704696","no-accepted-answer","ME","ME","DOC","DOC"
49716320,"https://stackoverflow.com/questions/49716320","no-accepted-answer","PD","DP","DOC","DOC"
50563247,"https://stackoverflow.com/questions/50563247","no-accepted-answer","DP","DP","DOC","DOC"
21931426,"https://stackoverflow.com/questions/21931426","no-accepted-answer","MD","MD","DOC","DOC"
28609735,"https://stackoverflow.com/questions/28609735","no-accepted-answer","ME","ME","DOC","DOC"
31728460,"https://stackoverflow.com/questions/31728460","no-accepted-answer","MD","MD","DOC","DOC"
35837786,"https://stackoverflow.com/questions/35837786","no-accepted-answer","MD","MD","DOC","DOC"
35914587,"https://stackoverflow.com/questions/35914587","closed","MD","MD","DOC","DOC"
38696603,"https://stackoverflow.com/questions/38696603","no-accepted-answer","MF","MF","ML","DOC"
42573628,"https://stackoverflow.com/questions/42573628","accepted","MD","MD","DOC","DOC"
43070656,"https://stackoverflow.com/questions/43070656","no-accepted-answer","MD","MD","DOC","DOC"
43269418,"https://stackoverflow.com/questions/43269418","no-accepted-answer","DP","DP","ML","ML"
43736666,"https://stackoverflow.com/questions/43736666","accepted","DP","DP","ML","DOC"
44342960,"https://stackoverflow.com/questions/44342960","no-accepted-answer","MD","MD","DOC","DOC"
44745033,"https://stackoverflow.com/questions/44745033","no-accepted-answer","MF","MF","DOC","DOC"
21940860,"https://stackoverflow.com/questions/21940860","accepted","MF","MF","ML","ML"
33810990,"https://stackoverflow.com/questions/33810990","accepted","DP","DP","DOC","DOC"
33919948,"https://stackoverflow.com/questions/33919948","accepted","MT","MT","DOC","DOC"
36448347,"https://stackoverflow.com/questions/36448347","no-accepted-answer","MD","MD","DOC","DOC"
36581220,"https://stackoverflow.com/questions/36581220","no-accepted-answer","DP","DP","DOC","DOC"
36603168,"https://stackoverflow.com/questions/36603168","no-accepted-answer","MF","MF","ML","ML"
36692386,"https://stackoverflow.com/questions/36692386","no-accepted-answer","MD","MD","DOC","DOC"
36815038,"https://stackoverflow.com/questions/36815038","accepted","DP","DP","DOC","DOC"
36815506,"https://stackoverflow.com/questions/36815506","no-accepted-answer","MD","MD","DOC","DOC"
36822511,"https://stackoverflow.com/questions/36822511","no-accepted-answer","MD","MD","DOC","DOC"
39492171,"https://stackoverflow.com/questions/39492171","accepted","MD","MD","ML","DOC"
39818859,"https://stackoverflow.com/questions/39818859","accepted","DP","DP","DOC","DOC"
41665109,"https://stackoverflow.com/questions/41665109","accepted","others","others","DOC","DOC"
41685366,"https://stackoverflow.com/questions/41685366","no-accepted-answer","MD","MD","DOC","DOC"
41717943,"https://stackoverflow.com/questions/41717943","no-accepted-answer","MF","MF","ML","ML"
42180906,"https://stackoverflow.com/questions/42180906","accepted","MF","MT","DOC","DOC"
48081020,"https://stackoverflow.com/questions/48081020","accepted","MD","MD","DOC","DOC"
44780863,"https://stackoverflow.com/questions/44780863","accepted","ME","ME","ML","ML"
44882331,"https://stackoverflow.com/questions/44882331","accepted","ME","ME","ML","ML DOC"
45021027,"https://stackoverflow.com/questions/45021027","accepted usersolved","MF","PD","ML","ML"
45090975,"https://stackoverflow.com/questions/45090975","accepted","MF","MF","ML","ML"
45098253,"https://stackoverflow.com/questions/45098253","accepted","ME","ME","DOC","DOC"
45130138,"https://stackoverflow.com/questions/45130138","accepted","ME","ME","DOC","DOC"
45189276,"https://stackoverflow.com/questions/45189276","accepted","ME","ME","DOC","DOC"
45192483,"https://stackoverflow.com/questions/45192483","accepted","DP","DP","ML","ML"
45263063,"https://stackoverflow.com/questions/45263063","accepted","PD","PD","ML","ML"
47130957,"https://stackoverflow.com/questions/47130957","accepted","ME","ME","ML","ML"
48681109,"https://stackoverflow.com/questions/48681109","accepted","DP","DP","DOC","DOC"
48683558,"https://stackoverflow.com/questions/48683558","no-accepted-answer","ME","ME","DOC","ML DOC"
49075305,"https://stackoverflow.com/questions/49075305","no-accepted-answer","MF","MF","ML","ML"
49347878,"https://stackoverflow.com/questions/49347878","accepted usersolved","DP","DP","ML","ML"
49357417,"https://stackoverflow.com/questions/49357417","accepted","MF","others","DOC","DOC"
49736700,"https://stackoverflow.com/questions/49736700","accepted","DP","DP","DOC","DOC"
50514783,"https://stackoverflow.com/questions/50514783","accepted","ME","ME","DOC","DOC"
50606139,"https://stackoverflow.com/questions/50606139","accepted","MF","MF","DOC","DOC"
34233767,"https://stackoverflow.com/questions/34233767","no-accepted-answer","MT","MT","DOC","DOC"
35471900,"https://stackoverflow.com/questions/35471900","no-accepted-answer","MT","MD","DOC","DOC"
35491844,"https://stackoverflow.com/questions/35491844","no-accepted-answer","MT","MT","DOC","DOC"
35567132,"https://stackoverflow.com/questions/35567132","no-accepted-answer","MT","ME","ML DOC","ML DOC"
36877559,"https://stackoverflow.com/questions/36877559","no-accepted-answer","MF","MF","DOC","DOC"
36950299,"https://stackoverflow.com/questions/36950299","no-accepted-answer","MD","MD","DOC","DOC"
37177262,"https://stackoverflow.com/questions/37177262","no-accepted-answer","MD","MD","DOC","DOC"
38065448,"https://stackoverflow.com/questions/38065448","no-accepted-answer","MF","MD","DOC","DOC"
39260059,"https://stackoverflow.com/questions/39260059","no-accepted-answer","MF","MF","DOC","DOC"
43036201,"https://stackoverflow.com/questions/43036201","no-accepted-answer","MD","MD","DOC","DOC"
43084960,"https://stackoverflow.com/questions/43084960","accepted","others","others","DOC","DOC"
43103763,"https://stackoverflow.com/questions/43103763","no-accepted-answer","others","others","DOC","DOC"
43104992,"https://stackoverflow.com/questions/43104992","no-accepted-answer","others","others","DOC","DOC"
43147435,"https://stackoverflow.com/questions/43147435","accepted","MT","MD","DOC","DOC"
43150671,"https://stackoverflow.com/questions/43150671","no-accepted-answer","MD","MD","DOC","DOC"
45495615,"https://stackoverflow.com/questions/45495615","no-accepted-answer","others","others","DOC","DOC"
46615342,"https://stackoverflow.com/questions/46615342","no-accepted-answer","MD","MD","DOC","DOC"
46626879,"https://stackoverflow.com/questions/46626879","no-accepted-answer","others","others","DOC","DOC"
32677152,"https://stackoverflow.com/questions/32677152","accepted","DP","DP","ML","ML DOC"
33122759,"https://stackoverflow.com/questions/33122759","accepted","DP","DP","ML","ML"
38822125,"https://stackoverflow.com/questions/38822125","no-accepted-answer","MD","MD","DOC","DOC"
39391753,"https://stackoverflow.com/questions/39391753","accepted","MD","MD","ML","ML"
39688927,"https://stackoverflow.com/questions/39688927","no-accepted-answer","PD","PD","ML","ML"
40339530,"https://stackoverflow.com/questions/40339530","no-accepted-answer","ME","ME","ML","ML"
40590699,"https://stackoverflow.com/questions/40590699","no-accepted-answer","others","others","DOC","DOC"
41462711,"https://stackoverflow.com/questions/41462711","accepted","ME","ME","DOC","DOC"
44746507,"https://stackoverflow.com/questions/44746507","accepted","ME","ME","DOC","DOC"
44909134,"https://stackoverflow.com/questions/44909134","accepted","MT","MT","ML","ML"
44935473,"https://stackoverflow.com/questions/44935473","no-accepted-answer","PD","PD","ML","ML"
45265436,"https://stackoverflow.com/questions/45265436","accepted","ME","ME","ML","DOC"
45479239,"https://stackoverflow.com/questions/45479239","accepted","DP","DP","DOC","DOC"
45545109,"https://stackoverflow.com/questions/45545109","accepted","ME","ME","ML","ML"
46177721,"https://stackoverflow.com/questions/46177721","accepted","others","others","ML","ML"
48259511,"https://stackoverflow.com/questions/48259511","accepted","DP","DP","ML","ML"
49096281,"https://stackoverflow.com/questions/49096281","accepted","DP","DP","ML","ML"
49407153,"https://stackoverflow.com/questions/49407153","accepted","ME","ME","DOC","DOC"
44161072,"https://stackoverflow.com/questions/44161072","accepted","others","others","DOC","DOC"
44405776,"https://stackoverflow.com/questions/44405776","no-accepted-answer","MD","MD","DOC","DOC"
44439122,"https://stackoverflow.com/questions/44439122","accepted","MD","MD","DOC","DOC"
44498996,"https://stackoverflow.com/questions/44498996","no-accepted-answer","MD","MD","DOC","DOC"
44779851,"https://stackoverflow.com/questions/44779851","accepted","DP","DP","DOC","DOC"
44825074,"https://stackoverflow.com/questions/44825074","no-accepted-answer","ME","ME","DOC","DOC"
45026934,"https://stackoverflow.com/questions/45026934","accepted","MF","MF","DOC","DOC"
48213272,"https://stackoverflow.com/questions/48213272","accepted","DP","DP","DOC","DOC"
48680607,"https://stackoverflow.com/questions/48680607","no-accepted-answer","others","others","DOC","DOC"
49263886,"https://stackoverflow.com/questions/49263886","no-accepted-answer","MD","MD","DOC","DOC"
49622677,"https://stackoverflow.com/questions/49622677","no-accepted-answer","DP","DP","DOC","DOC"
17324105,"https://stackoverflow.com/questions/17324105","no-accepted-answer","ME","ME","ML","ML"
18110215,"https://stackoverflow.com/questions/18110215","no-accepted-answer","MT","MT","ML","ML"
33531535,"https://stackoverflow.com/questions/33531535","accepted","MF","MF","ML","ML"
34034174,"https://stackoverflow.com/questions/34034174","no-accepted-answer","MF","others","ML","ML"
34351098,"https://stackoverflow.com/questions/34351098","no-accepted-answer","MD","MD","ML","ML"
37197582,"https://stackoverflow.com/questions/37197582","accepted","DP","DP","ML","ML"
37282233,"https://stackoverflow.com/questions/37282233","accepted","ME","ME","ML","ML"
37642882,"https://stackoverflow.com/questions/37642882","accepted","others","others","ML","ML"
38533924,"https://stackoverflow.com/questions/38533924","no-accepted-answer","MT","MT","ML","ML"
45024733,"https://stackoverflow.com/questions/45024733","no-accepted-answer","DP","DP","DOC","DOC"
41801918,"https://stackoverflow.com/questions/41801918","accepted","MD","MD","ML","ML"
41971793,"https://stackoverflow.com/questions/41971793","accepted","MD","MD","ML","ML"
42289880,"https://stackoverflow.com/questions/42289880","no-accepted-answer","DP","DP","DOC","DOC"
42310081,"https://stackoverflow.com/questions/42310081","no-accepted-answer","MD","MD","ML","DOC"
42550998,"https://stackoverflow.com/questions/42550998","no-accepted-answer","MT","MT","DOC","DOC"
